x,y,MIN_TEMPERATURE,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,LOCAL_MONTH,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY,TOTAL_PRECIPITATION,STATION_NAME,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST,TOTAL_RAIN,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MEAN_TEMPERATURE,COOLING_DEGREE_DAYS,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,ID,COOLING_DEGREE_DAYS_FLAG,LOCAL_DATE,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,TOTAL_SNOW,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,MAX_TEMPERATURE,LOCAL_DAY
-123.12186944444444,49.29535277777778,7.4,,M,4,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,11.6,0,M,M,,1108446.2017.4.30,,2017-04-30 00:00:00,,M,6.4,,,,,2017,15.7,30
-123.12186944444444,49.29535277777778,8.1,,M,5,1108446,,2.3,VANCOUVER HARBOUR CS,,,,,,BC,,,10.1,0,M,M,,1108446.2017.5.1,,2017-05-01 00:00:00,,M,7.9,,,,,2017,12,1
-123.12186944444444,49.29535277777778,7,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,11.4,0,M,M,,1108446.2017.5.2,,2017-05-02 00:00:00,,M,6.6,,,,,2017,15.8,2
-123.12186944444444,49.29535277777778,10.4,,M,5,1108446,,31.8,VANCOUVER HARBOUR CS,,,,,,BC,,,12,0,M,M,,1108446.2017.5.3,,2017-05-03 00:00:00,,M,6,,,,,2017,13.5,3
-123.12186944444444,49.29535277777778,9.7,,M,5,1108446,,0.5,VANCOUVER HARBOUR CS,,,,,,BC,,,16,0,M,M,,1108446.2017.5.4,,2017-05-04 00:00:00,,M,2,,,,,2017,22.3,4
-123.12186944444444,49.29535277777778,11.1,,M,5,1108446,,2.1,VANCOUVER HARBOUR CS,,,,,,BC,,,13,0,M,M,,1108446.2017.5.5,,2017-05-05 00:00:00,,M,5,,,,,2017,14.9,5
-123.12186944444444,49.29535277777778,7.6,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,11.1,0,M,M,,1108446.2017.5.6,,2017-05-06 00:00:00,,M,6.9,,,,,2017,14.5,6
-123.12186944444444,49.29535277777778,4.9,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,10.1,0,M,M,,1108446.2017.5.7,,2017-05-07 00:00:00,,M,7.9,,,,,2017,15.3,7
-123.12186944444444,49.29535277777778,9.4,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,12.9,0,M,M,,1108446.2017.5.8,,2017-05-08 00:00:00,,M,5.1,,,,,2017,16.3,8
-123.12186944444444,49.29535277777778,7.1,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,11.5,0,M,M,,1108446.2017.5.9,,2017-05-09 00:00:00,,M,6.5,,,,,2017,15.9,9
-123.12186944444444,49.29535277777778,10.7,,M,5,1108446,,0.3,VANCOUVER HARBOUR CS,,,,,,BC,,,14.1,0,M,M,,1108446.2017.5.10,,2017-05-10 00:00:00,,M,3.9,,,,,2017,17.4,10
-123.12186944444444,49.29535277777778,9.1,,M,5,1108446,,28.5,VANCOUVER HARBOUR CS,,,,,,BC,,,11.7,0,M,M,,1108446.2017.5.11,,2017-05-11 00:00:00,,M,6.3,,,,,2017,14.2,11
-123.12186944444444,49.29535277777778,7,,M,5,1108446,,12.3,VANCOUVER HARBOUR CS,,,,,,BC,,,10.5,0,M,M,,1108446.2017.5.12,,2017-05-12 00:00:00,,M,7.5,,,,,2017,14,12
-123.12186944444444,49.29535277777778,7.8,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,10.8,0,M,M,,1108446.2017.5.13,,2017-05-13 00:00:00,,M,7.2,,,,,2017,13.8,13
-123.12186944444444,49.29535277777778,8.1,,M,5,1108446,,3.3,VANCOUVER HARBOUR CS,,,,,,BC,,,11.8,0,M,M,,1108446.2017.5.14,,2017-05-14 00:00:00,,M,6.2,,,,,2017,15.4,14
-123.12186944444444,49.29535277777778,7.9,,M,5,1108446,,23.4,VANCOUVER HARBOUR CS,,,,,,BC,,,9.3,0,M,M,,1108446.2017.5.15,,2017-05-15 00:00:00,,M,8.7,,,,,2017,10.6,15
-123.12186944444444,49.29535277777778,6.3,,M,5,1108446,,,VANCOUVER HARBOUR CS,,M,,,E,BC,M,,,,M,M,,1108446.2017.5.16,M,2017-05-16 00:00:00,,M,,,,M,M,2017,,16
-123.12186944444444,49.29535277777778,9.7,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,12.3,0,M,M,,1108446.2017.5.17,,2017-05-17 00:00:00,,M,5.7,,,,,2017,14.8,17
-123.12186944444444,49.29535277777778,10.8,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.4,0,M,M,,1108446.2017.5.18,,2017-05-18 00:00:00,,M,3.6,,,,,2017,18,18
-123.12186944444444,49.29535277777778,10.3,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.1,0,M,M,,1108446.2017.5.19,,2017-05-19 00:00:00,,M,3.9,,,,,2017,17.9,19
-123.12186944444444,49.29535277777778,9,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.5,0,M,M,,1108446.2017.5.20,,2017-05-20 00:00:00,,M,3.5,,,,,2017,19.9,20
-123.12186944444444,49.29535277777778,10.6,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.4,0,M,M,,1108446.2017.5.21,,2017-05-21 00:00:00,,M,2.6,,,,,2017,20.1,21
-123.12186944444444,49.29535277777778,11.7,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.2,0.2,M,M,,1108446.2017.5.22,,2017-05-22 00:00:00,,M,0,,,,,2017,24.7,22
-123.12186944444444,49.29535277777778,12,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.8,0,M,M,,1108446.2017.5.23,,2017-05-23 00:00:00,,M,0.2,,,,,2017,23.5,23
-123.12186944444444,49.29535277777778,9.4,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,13.3,0,M,M,,1108446.2017.5.24,,2017-05-24 00:00:00,,M,4.7,,,,,2017,17.1,24
-123.12186944444444,49.29535277777778,9.2,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.3,0,M,M,,1108446.2017.5.25,,2017-05-25 00:00:00,,M,3.7,,,,,2017,19.4,25
-123.12186944444444,49.29535277777778,10.2,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,16.2,0,M,M,,1108446.2017.5.26,,2017-05-26 00:00:00,,M,1.8,,,,,2017,22.2,26
-123.12186944444444,49.29535277777778,11.6,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.5,0.5,M,M,,1108446.2017.5.27,,2017-05-27 00:00:00,,M,0,,,,,2017,25.4,27
-123.12186944444444,49.29535277777778,13,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.1,2.1,M,M,,1108446.2017.5.28,,2017-05-28 00:00:00,,M,0,,,,,2017,27.1,28
-123.12186944444444,49.29535277777778,12.9,,M,5,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.8,0.8,M,M,,1108446.2017.5.29,,2017-05-29 00:00:00,,M,0,,,,,2017,24.6,29
-123.12186944444444,49.29535277777778,12.4,,M,5,1108446,,8.7,VANCOUVER HARBOUR CS,,,,,,BC,,,14.8,0,M,M,,1108446.2017.5.30,,2017-05-30 00:00:00,,M,3.2,,,,,2017,17.1,30
-123.12186944444444,49.29535277777778,12.4,,M,5,1108446,,1,VANCOUVER HARBOUR CS,,,,,,BC,,,15.4,0,M,M,,1108446.2017.5.31,,2017-05-31 00:00:00,,M,2.6,,,,,2017,18.4,31
-123.12186944444444,49.29535277777778,13,,M,6,1108446,,1.6,VANCOUVER HARBOUR CS,,,,,,BC,,,15.5,0,M,M,,1108446.2017.6.1,,2017-06-01 00:00:00,,M,2.5,,,,,2017,17.9,1
-123.12186944444444,49.29535277777778,11.7,,M,6,1108446,,1.2,VANCOUVER HARBOUR CS,,,,,,BC,,,15.6,0,M,M,,1108446.2017.6.2,,2017-06-02 00:00:00,,M,2.4,,,,,2017,19.4,2
-123.12186944444444,49.29535277777778,12.1,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.4,0,M,M,,1108446.2017.6.3,,2017-06-03 00:00:00,,M,2.6,,,,,2017,18.6,3
-123.12186944444444,49.29535277777778,11.1,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.2,0,M,M,,1108446.2017.6.4,,2017-06-04 00:00:00,,M,2.8,,,,,2017,19.2,4
-123.12186944444444,49.29535277777778,10.8,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.6,0,M,M,,1108446.2017.6.5,,2017-06-05 00:00:00,,M,2.4,,,,,2017,20.3,5
-123.12186944444444,49.29535277777778,11.6,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.8,0.8,M,M,,1108446.2017.6.6,,2017-06-06 00:00:00,,M,0,,,,,2017,26,6
-123.12186944444444,49.29535277777778,15.1,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.6,1.6,M,M,,1108446.2017.6.7,,2017-06-07 00:00:00,,M,0,,,,,2017,24.1,7
-123.12186944444444,49.29535277777778,12.6,,M,6,1108446,,27.7,VANCOUVER HARBOUR CS,,,,,,BC,,,16.3,0,M,M,,1108446.2017.6.8,,2017-06-08 00:00:00,,M,1.7,,,,,2017,20,8
-123.12186944444444,49.29535277777778,11.5,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.7,0,M,M,,1108446.2017.6.9,,2017-06-09 00:00:00,,M,3.3,,,,,2017,17.9,9
-123.12186944444444,49.29535277777778,11.7,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.3,0,M,M,,1108446.2017.6.10,,2017-06-10 00:00:00,,M,2.7,,,,,2017,18.8,10
-123.12186944444444,49.29535277777778,10.6,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.4,0,M,M,,1108446.2017.6.11,,2017-06-11 00:00:00,,M,2.6,,,,,2017,20.1,11
-123.12186944444444,49.29535277777778,14.6,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.3,0,M,M,,1108446.2017.6.12,,2017-06-12 00:00:00,,M,0.7,,,,,2017,19.9,12
-123.12186944444444,49.29535277777778,12.4,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.3,0,M,M,,1108446.2017.6.13,,2017-06-13 00:00:00,,M,3.7,,,,,2017,16.2,13
-123.12186944444444,49.29535277777778,12.2,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,14.2,0,M,M,,1108446.2017.6.14,,2017-06-14 00:00:00,,M,3.8,,,,,2017,16.1,14
-123.12186944444444,49.29535277777778,11.8,,M,6,1108446,,15.2,VANCOUVER HARBOUR CS,,,,,,BC,,,13.2,0,M,M,,1108446.2017.6.15,,2017-06-15 00:00:00,,M,4.8,,,,,2017,14.5,15
-123.12186944444444,49.29535277777778,11.2,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.8,0,M,M,,1108446.2017.6.16,,2017-06-16 00:00:00,,M,2.2,,,,,2017,20.3,16
-123.12186944444444,49.29535277777778,12.6,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.7,0,M,M,,1108446.2017.6.17,,2017-06-17 00:00:00,,M,2.3,,,,,2017,18.7,17
-123.12186944444444,49.29535277777778,12,,M,6,1108446,,2,VANCOUVER HARBOUR CS,,,,,,BC,,,13.5,0,M,M,,1108446.2017.6.18,,2017-06-18 00:00:00,,M,4.5,,,,,2017,14.9,18
-123.12186944444444,49.29535277777778,12.9,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,16.6,0,M,M,,1108446.2017.6.19,,2017-06-19 00:00:00,,M,1.4,,,,,2017,20.2,19
-123.12186944444444,49.29535277777778,13.7,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.3,0,M,M,,1108446.2017.6.20,,2017-06-20 00:00:00,,M,0.7,,,,T,2017,20.8,20
-123.12186944444444,49.29535277777778,12.6,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,16.1,0,M,M,,1108446.2017.6.21,,2017-06-21 00:00:00,,M,1.9,,,,,2017,19.6,21
-123.12186944444444,49.29535277777778,11.1,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,15.9,0,M,M,,1108446.2017.6.22,,2017-06-22 00:00:00,,M,2.1,,,,,2017,20.6,22
-123.12186944444444,49.29535277777778,11.5,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.4,0,M,M,,1108446.2017.6.23,,2017-06-23 00:00:00,,M,0.6,,,,,2017,23.3,23
-123.12186944444444,49.29535277777778,13.2,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.4,2.4,M,M,,1108446.2017.6.24,,2017-06-24 00:00:00,,M,0,,,,,2017,27.6,24
-123.12186944444444,49.29535277777778,14.5,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.4,3.4,M,M,,1108446.2017.6.25,,2017-06-25 00:00:00,,M,0,,,,,2017,28.2,25
-123.12186944444444,49.29535277777778,15.8,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.4,1.4,M,M,,1108446.2017.6.26,,2017-06-26 00:00:00,,M,0,,,,,2017,22.9,26
-123.12186944444444,49.29535277777778,13,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,16.9,0,M,M,,1108446.2017.6.27,,2017-06-27 00:00:00,,M,1.1,,,,,2017,20.7,27
-123.12186944444444,49.29535277777778,13.2,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.2,0,M,M,,1108446.2017.6.28,,2017-06-28 00:00:00,,M,0.8,,,,,2017,21.1,28
-123.12186944444444,49.29535277777778,13.4,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.7,0.7,M,M,,1108446.2017.6.29,,2017-06-29 00:00:00,,M,0,,,,,2017,23.9,29
-123.12186944444444,49.29535277777778,13.7,,M,6,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.9,1.9,M,M,,1108446.2017.6.30,,2017-06-30 00:00:00,,M,0,,,,,2017,26,30
-123.12186944444444,49.29535277777778,15,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.2,1.2,M,M,,1108446.2017.7.1,,2017-07-01 00:00:00,,M,0,,,,,2017,23.4,1
-123.12186944444444,49.29535277777778,15.4,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.6,2.6,M,M,,1108446.2017.7.2,,2017-07-02 00:00:00,,M,0,,,,,2017,25.7,2
-123.12186944444444,49.29535277777778,14.7,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.1,0.1,M,M,,1108446.2017.7.3,,2017-07-03 00:00:00,,M,0,,,,,2017,21.4,3
-123.12186944444444,49.29535277777778,13,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.2,0.2,M,M,,1108446.2017.7.4,,2017-07-04 00:00:00,,M,0,,,,,2017,23.3,4
-123.12186944444444,49.29535277777778,13.3,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20,2,M,M,,1108446.2017.7.5,,2017-07-05 00:00:00,,M,0,,,,,2017,26.6,5
-123.12186944444444,49.29535277777778,16.2,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,22,4,M,M,,1108446.2017.7.6,,2017-07-06 00:00:00,,M,0,,,,,2017,27.8,6
-123.12186944444444,49.29535277777778,16.2,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.8,1.8,M,M,,1108446.2017.7.7,,2017-07-07 00:00:00,,M,0,,,,,2017,23.3,7
-123.12186944444444,49.29535277777778,14.9,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.1,1.1,M,M,,1108446.2017.7.8,,2017-07-08 00:00:00,,M,0,,,,,2017,23.3,8
-123.12186944444444,49.29535277777778,17.1,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.8,2.8,M,M,,1108446.2017.7.9,,2017-07-09 00:00:00,,M,0,,,,,2017,24.4,9
-123.12186944444444,49.29535277777778,14.3,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18,0,M,M,,1108446.2017.7.10,,2017-07-10 00:00:00,,M,0,,,,,2017,21.7,10
-123.12186944444444,49.29535277777778,14.1,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.5,0.5,M,M,,1108446.2017.7.11,,2017-07-11 00:00:00,,M,0,,,,,2017,22.8,11
-123.12186944444444,49.29535277777778,15.5,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20,2,M,M,,1108446.2017.7.12,,2017-07-12 00:00:00,,M,0,,,,,2017,24.5,12
-123.12186944444444,49.29535277777778,15.4,,M,7,1108446,,0.5,VANCOUVER HARBOUR CS,,,,,,BC,,,19.5,1.5,M,M,,1108446.2017.7.13,,2017-07-13 00:00:00,,M,0,,,,,2017,23.5,13
-123.12186944444444,49.29535277777778,14.2,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.7,1.7,M,M,,1108446.2017.7.14,,2017-07-14 00:00:00,,M,0,,,,,2017,25.1,14
-123.12186944444444,49.29535277777778,15.5,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.1,2.1,M,M,,1108446.2017.7.15,,2017-07-15 00:00:00,,M,0,,,,,2017,24.7,15
-123.12186944444444,49.29535277777778,14.5,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.3,0.3,M,M,,1108446.2017.7.16,,2017-07-16 00:00:00,,M,0,,,,,2017,22,16
-123.12186944444444,49.29535277777778,12.2,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.9,0,M,M,,1108446.2017.7.17,,2017-07-17 00:00:00,,M,0.1,,,,,2017,23.6,17
-123.12186944444444,49.29535277777778,13.9,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.9,1.9,M,M,,1108446.2017.7.18,,2017-07-18 00:00:00,,M,0,,,,,2017,25.9,18
-123.12186944444444,49.29535277777778,16.4,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.1,3.1,M,M,,1108446.2017.7.19,,2017-07-19 00:00:00,,M,0,,,,,2017,25.7,19
-123.12186944444444,49.29535277777778,16.7,,M,7,1108446,,0.9,VANCOUVER HARBOUR CS,,,,,,BC,,,20.3,2.3,M,M,,1108446.2017.7.20,,2017-07-20 00:00:00,,M,0,,,,,2017,23.9,20
-123.12186944444444,49.29535277777778,15.5,,M,7,1108446,,0.2,VANCOUVER HARBOUR CS,,,,,,BC,,,18.6,0.6,M,M,,1108446.2017.7.21,,2017-07-21 00:00:00,,M,0,,,,,2017,21.6,21
-123.12186944444444,49.29535277777778,15.2,,M,7,1108446,,1.1,VANCOUVER HARBOUR CS,,,,,,BC,,,17.1,0,M,M,,1108446.2017.7.22,,2017-07-22 00:00:00,,M,0.9,,,,,2017,19,22
-123.12186944444444,49.29535277777778,15.8,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.9,0.9,M,M,,1108446.2017.7.23,,2017-07-23 00:00:00,,M,0,,,,,2017,22,23
-123.12186944444444,49.29535277777778,13.3,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.8,0,M,M,,1108446.2017.7.24,,2017-07-24 00:00:00,,M,0.2,,,,,2017,22.2,24
-123.12186944444444,49.29535277777778,13.9,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.7,1.7,M,M,,1108446.2017.7.25,,2017-07-25 00:00:00,,M,0,,,,,2017,25.4,25
-123.12186944444444,49.29535277777778,13.7,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.5,1.5,M,M,,1108446.2017.7.26,,2017-07-26 00:00:00,,M,0,,,,,2017,25.3,26
-123.12186944444444,49.29535277777778,15.2,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20,2,M,M,,1108446.2017.7.27,,2017-07-27 00:00:00,,M,0,,,,,2017,24.7,27
-123.12186944444444,49.29535277777778,14.4,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19,1,M,M,,1108446.2017.7.28,,2017-07-28 00:00:00,,M,0,,,,,2017,23.6,28
-123.12186944444444,49.29535277777778,15.5,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.5,3.5,M,M,,1108446.2017.7.29,,2017-07-29 00:00:00,,M,0,,,,,2017,27.4,29
-123.12186944444444,49.29535277777778,15.9,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.7,2.7,M,M,,1108446.2017.7.30,,2017-07-30 00:00:00,,M,0,,,,,2017,25.5,30
-123.12186944444444,49.29535277777778,15.6,,M,7,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.5,2.5,M,M,,1108446.2017.7.31,,2017-07-31 00:00:00,,M,0,,,,,2017,25.3,31
-123.12186944444444,49.29535277777778,15.9,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.2,2.2,M,M,,1108446.2017.8.1,,2017-08-01 00:00:00,,M,0,,,,,2017,24.5,1
-123.12186944444444,49.29535277777778,16.1,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.2,2.2,M,M,,1108446.2017.8.2,,2017-08-02 00:00:00,,M,0,,,,,2017,24.2,2
-123.12186944444444,49.29535277777778,15.1,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.3,2.3,M,M,,1108446.2017.8.3,,2017-08-03 00:00:00,,M,0,,,,,2017,25.5,3
-123.12186944444444,49.29535277777778,16.1,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.9,1.9,M,M,,1108446.2017.8.4,,2017-08-04 00:00:00,,M,0,,,,,2017,23.7,4
-123.12186944444444,49.29535277777778,15.4,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20,2,M,M,,1108446.2017.8.5,,2017-08-05 00:00:00,,M,0,,,,,2017,24.5,5
-123.12186944444444,49.29535277777778,14.7,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.9,1.9,M,M,,1108446.2017.8.6,,2017-08-06 00:00:00,,M,0,,,,,2017,25.1,6
-123.12186944444444,49.29535277777778,15.2,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.7,1.7,M,M,,1108446.2017.8.7,,2017-08-07 00:00:00,,M,0,,,,,2017,24.2,7
-123.12186944444444,49.29535277777778,15.8,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.4,2.4,M,M,,1108446.2017.8.8,,2017-08-08 00:00:00,,M,0,,,,,2017,24.9,8
-123.12186944444444,49.29535277777778,16,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.5,3.5,M,M,,1108446.2017.8.9,,2017-08-09 00:00:00,,M,0,,,,,2017,26.9,9
-123.12186944444444,49.29535277777778,16.2,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.8,3.8,M,M,,1108446.2017.8.10,,2017-08-10 00:00:00,,M,0,,,,,2017,27.3,10
-123.12186944444444,49.29535277777778,16.4,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.4,3.4,M,M,,1108446.2017.8.11,,2017-08-11 00:00:00,,M,0,,,,,2017,26.4,11
-123.12186944444444,49.29535277777778,16.2,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.6,1.6,M,M,,1108446.2017.8.12,,2017-08-12 00:00:00,,M,0,,,,,2017,22.9,12
-123.12186944444444,49.29535277777778,15,,M,8,1108446,,10.1,VANCOUVER HARBOUR CS,,,,,,BC,,,18.6,0.6,M,M,,1108446.2017.8.13,,2017-08-13 00:00:00,,M,0,,,,,2017,22.1,13
-123.12186944444444,49.29535277777778,14.4,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,17.9,0,M,M,,1108446.2017.8.14,,2017-08-14 00:00:00,,M,0.1,,,,,2017,21.3,14
-123.12186944444444,49.29535277777778,13.8,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.4,0.4,M,M,,1108446.2017.8.15,,2017-08-15 00:00:00,,M,0,,,,,2017,23,15
-123.12186944444444,49.29535277777778,15.4,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,20.1,2.1,M,M,,1108446.2017.8.16,,2017-08-16 00:00:00,,M,0,,,,,2017,24.7,16
-123.12186944444444,49.29535277777778,14.6,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.6,1.6,M,M,,1108446.2017.8.17,,2017-08-17 00:00:00,,M,0,,,,,2017,24.5,17
-123.12186944444444,49.29535277777778,15.3,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.1,1.1,M,M,,1108446.2017.8.18,,2017-08-18 00:00:00,,M,0,,,,,2017,22.8,18
-123.12186944444444,49.29535277777778,14.8,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.4,0.4,M,M,,1108446.2017.8.19,,2017-08-19 00:00:00,,M,0,,,,,2017,21.9,19
-123.12186944444444,49.29535277777778,14.8,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.2,1.2,M,M,,1108446.2017.8.20,,2017-08-20 00:00:00,,M,0,,,,,2017,23.6,20
-123.12186944444444,49.29535277777778,14.1,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,19.2,1.2,M,M,,1108446.2017.8.21,,2017-08-21 00:00:00,,M,0,,,,,2017,24.3,21
-123.12186944444444,49.29535277777778,14.4,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.3,3.3,M,M,,1108446.2017.8.22,,2017-08-22 00:00:00,,M,0,,,,,2017,28.1,22
-123.12186944444444,49.29535277777778,16.4,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,21.3,3.3,M,M,,1108446.2017.8.23,,2017-08-23 00:00:00,,M,0,,,,,2017,26.2,23
-123.12186944444444,49.29535277777778,14.9,,M,8,1108446,,0,VANCOUVER HARBOUR CS,,,,,,BC,,,18.5,0.5,M,M,,1108446.2017.8.24,,2017-08-24 00:00:00,,M,0,,,,,2017,22.1,24
