x,y,TOTAL_SNOW,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,SNOW_ON_GROUND,SPEED_MAX_GUST,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,ID,MEAN_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,STATION_NAME,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,LOCAL_DATE,PROVINCE_CODE,DIRECTION_MAX_GUST,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,CLIMATE_IDENTIFIER,LOCAL_YEAR,LOCAL_DAY,TOTAL_RAIN_FLAG
-123.12186944444444,49.29535277777778,,7,0,,4,,,8.9,,,,,1108446.1995.4.8,9.1,,,,,,,VANCOUVER HARBOUR CS,,6.4,1995-04-08 00:00:00,BC,,,,,11.7,1108446,1995,8,
-123.12186944444444,49.29535277777778,,3.8,0,,4,,,8.5,,,,,1108446.1995.4.9,9.5,,,,,,,VANCOUVER HARBOUR CS,,6.2,1995-04-09 00:00:00,BC,,,,,12.7,1108446,1995,9,
-123.12186944444444,49.29535277777778,,9.8,0,,4,,,9.8,,,,,1108446.1995.4.10,8.2,,,,,,,VANCOUVER HARBOUR CS,,6.3,1995-04-10 00:00:00,BC,,,,,10.1,1108446,1995,10,
-123.12186944444444,49.29535277777778,,0,0,,4,,,9.8,,,,,1108446.1995.4.11,8.2,,,,,,,VANCOUVER HARBOUR CS,,4.7,1995-04-11 00:00:00,BC,,,,,11.7,1108446,1995,11,
-123.12186944444444,49.29535277777778,,1.6,0,,4,,,10.2,,,,,1108446.1995.4.12,7.8,,,,,,,VANCOUVER HARBOUR CS,,5.1,1995-04-12 00:00:00,BC,,,,,10.4,1108446,1995,12,
-123.12186944444444,49.29535277777778,,3.2,0,,4,,,8.8,,,,,1108446.1995.4.13,9.2,,,,,,,VANCOUVER HARBOUR CS,,6.5,1995-04-13 00:00:00,BC,,,,,11.9,1108446,1995,13,
-123.12186944444444,49.29535277777778,,0,0,,4,,,9.3,,,,,1108446.1995.4.14,8.7,,,,,,,VANCOUVER HARBOUR CS,,5.8,1995-04-14 00:00:00,BC,,,,,11.6,1108446,1995,14,
-123.12186944444444,49.29535277777778,,0,0,,4,,,10.3,,,,,1108446.1995.4.15,7.7,,,,,,,VANCOUVER HARBOUR CS,,3.5,1995-04-15 00:00:00,BC,,,,,11.8,1108446,1995,15,
-123.12186944444444,49.29535277777778,,0,0,,4,,,8.3,,,,,1108446.1995.4.16,9.7,,,,,,,VANCOUVER HARBOUR CS,,4,1995-04-16 00:00:00,BC,,,,,15.3,1108446,1995,16,
-123.12186944444444,49.29535277777778,,11.6,0,,4,,,9.3,,,,,1108446.1995.4.17,8.7,,,,,,,VANCOUVER HARBOUR CS,,7.6,1995-04-17 00:00:00,BC,,,,,9.8,1108446,1995,17,
-123.12186944444444,49.29535277777778,,0.8,0,,4,,,8.9,,,,,1108446.1995.4.18,9.1,,,,,,,VANCOUVER HARBOUR CS,,6.1,1995-04-18 00:00:00,BC,,,,,12.1,1108446,1995,18,
-123.12186944444444,49.29535277777778,,3.6,0,,4,,,9.7,,,,,1108446.1995.4.19,8.3,,,,,,,VANCOUVER HARBOUR CS,,6.1,1995-04-19 00:00:00,BC,,,,,10.5,1108446,1995,19,
-123.12186944444444,49.29535277777778,,0,0,,4,,,8.6,,,,,1108446.1995.4.20,9.4,,,,,,,VANCOUVER HARBOUR CS,,6.7,1995-04-20 00:00:00,BC,,,,,12.1,1108446,1995,20,
-123.12186944444444,49.29535277777778,,0,0,,4,,,7.2,,,,,1108446.1995.4.21,10.8,,,,,,,VANCOUVER HARBOUR CS,,6.5,1995-04-21 00:00:00,BC,,,,,15,1108446,1995,21,
-123.12186944444444,49.29535277777778,,0,0,,4,,,6.6,,,,,1108446.1995.4.22,11.4,,,,,,,VANCOUVER HARBOUR CS,,6.1,1995-04-22 00:00:00,BC,,,,,16.6,1108446,1995,22,
-123.12186944444444,49.29535277777778,,0,0,,4,,,5.8,,,,,1108446.1995.4.23,12.2,,,,,,,VANCOUVER HARBOUR CS,,7.7,1995-04-23 00:00:00,BC,,,,,16.6,1108446,1995,23,
-123.12186944444444,49.29535277777778,,0,0,,4,,,6.3,,,,,1108446.1995.4.24,11.7,,,,,,,VANCOUVER HARBOUR CS,,7.2,1995-04-24 00:00:00,BC,,,,,16.2,1108446,1995,24,
-123.12186944444444,49.29535277777778,,0,0,,4,,,3.1,,,,,1108446.1995.4.25,14.9,,,,,,,VANCOUVER HARBOUR CS,,10.2,1995-04-25 00:00:00,BC,,,,,19.5,1108446,1995,25,
-123.12186944444444,49.29535277777778,,0,0,,4,,,4,,,,,1108446.1995.4.26,14,,,,,,,VANCOUVER HARBOUR CS,,8.3,1995-04-26 00:00:00,BC,,,,,19.6,1108446,1995,26,
-123.12186944444444,49.29535277777778,,0,0,,4,,,2,,,,,1108446.1995.4.27,16,,,,,,,VANCOUVER HARBOUR CS,,12,1995-04-27 00:00:00,BC,,,,,20,1108446,1995,27,
-123.12186944444444,49.29535277777778,,0,0,,4,,,3,,,,,1108446.1995.4.28,15,,,,,,,VANCOUVER HARBOUR CS,,11.3,1995-04-28 00:00:00,BC,,,,,18.7,1108446,1995,28,
-123.12186944444444,49.29535277777778,,0,0,,4,,,2.9,,,,,1108446.1995.4.29,15.1,,,,,,,VANCOUVER HARBOUR CS,,11.1,1995-04-29 00:00:00,BC,,,,,19,1108446,1995,29,
-123.12186944444444,49.29535277777778,,1.4,0,,4,,,4.9,,,,,1108446.1995.4.30,13.1,,,,,,,VANCOUVER HARBOUR CS,,11.1,1995-04-30 00:00:00,BC,,,,,15.1,1108446,1995,30,
-123.12186944444444,49.29535277777778,,0,0,,5,,,6.1,,,,,1108446.1995.5.1,11.9,,,,,,,VANCOUVER HARBOUR CS,,8.1,1995-05-01 00:00:00,BC,,,,,15.6,1108446,1995,1,
-123.12186944444444,49.29535277777778,,8,0,,5,,,4.7,,,,,1108446.1995.5.2,13.3,,,,,,,VANCOUVER HARBOUR CS,,11,1995-05-02 00:00:00,BC,,,,,15.6,1108446,1995,2,
-123.12186944444444,49.29535277777778,,1.8,0,,5,,,5.8,,,,,1108446.1995.5.3,12.2,,,,,,,VANCOUVER HARBOUR CS,,9.4,1995-05-03 00:00:00,BC,,,,,15,1108446,1995,3,
-123.12186944444444,49.29535277777778,,0,0,,5,,,6.2,,,,,1108446.1995.5.4,11.8,,,,,,,VANCOUVER HARBOUR CS,,7.3,1995-05-04 00:00:00,BC,,,,,16.2,1108446,1995,4,
-123.12186944444444,49.29535277777778,,0,0,,5,,,4.6,,,,,1108446.1995.5.5,13.4,,,,,,,VANCOUVER HARBOUR CS,,9.6,1995-05-05 00:00:00,BC,,,,,17.2,1108446,1995,5,
-123.12186944444444,49.29535277777778,,0,0,,5,,,4,,,,,1108446.1995.5.6,14,,,,,,,VANCOUVER HARBOUR CS,,8.8,1995-05-06 00:00:00,BC,,,,,19.1,1108446,1995,6,
-123.12186944444444,49.29535277777778,,0,0,,5,,,3.3,,,,,1108446.1995.5.7,14.7,,,,,,,VANCOUVER HARBOUR CS,,10.8,1995-05-07 00:00:00,BC,,,,,18.5,1108446,1995,7,
-123.12186944444444,49.29535277777778,,0,0,,5,,,2.5,,,,,1108446.1995.5.8,15.5,,,,,,,VANCOUVER HARBOUR CS,,10.4,1995-05-08 00:00:00,BC,,,,,20.6,1108446,1995,8,
-123.12186944444444,49.29535277777778,,6.4,0,,5,,,1.6,,,,,1108446.1995.5.9,16.4,,,,,,,VANCOUVER HARBOUR CS,,12.8,1995-05-09 00:00:00,BC,,,,,19.9,1108446,1995,9,
-123.12186944444444,49.29535277777778,,10.4,0,,5,,,4.6,,,,,1108446.1995.5.10,13.4,,,,,,,VANCOUVER HARBOUR CS,,12,1995-05-10 00:00:00,BC,,,,,14.7,1108446,1995,10,
-123.12186944444444,49.29535277777778,,4,0,,5,,,6.1,,,,,1108446.1995.5.11,11.9,,,,,,,VANCOUVER HARBOUR CS,,10.6,1995-05-11 00:00:00,BC,,,,,13.2,1108446,1995,11,
-123.12186944444444,49.29535277777778,,0,0,,5,,,5.5,,,,,1108446.1995.5.12,12.5,,,,,,,VANCOUVER HARBOUR CS,,9.3,1995-05-12 00:00:00,BC,,,,,15.6,1108446,1995,12,
-123.12186944444444,49.29535277777778,,0,0,,5,,,3.5,,,,,1108446.1995.5.13,14.5,,,,,,,VANCOUVER HARBOUR CS,,9.9,1995-05-13 00:00:00,BC,,,,,19.1,1108446,1995,13,
-123.12186944444444,49.29535277777778,,0,0,,5,,,2.6,,,,,1108446.1995.5.14,15.4,,,,,,,VANCOUVER HARBOUR CS,,11.2,1995-05-14 00:00:00,BC,,,,,19.6,1108446,1995,14,
-123.12186944444444,49.29535277777778,,0,0,,5,,,2.4,,,,,1108446.1995.5.15,15.6,,,,,,,VANCOUVER HARBOUR CS,,12,1995-05-15 00:00:00,BC,,,,,19.1,1108446,1995,15,
-123.12186944444444,49.29535277777778,,0,0,,5,,,3.1,,,,,1108446.1995.5.16,14.9,,,,,,,VANCOUVER HARBOUR CS,,13,1995-05-16 00:00:00,BC,,,,,16.8,1108446,1995,16,
-123.12186944444444,49.29535277777778,,0,0,,5,,,4.2,,,,,1108446.1995.5.17,13.8,,,,,,,VANCOUVER HARBOUR CS,,11,1995-05-17 00:00:00,BC,,,,,16.5,1108446,1995,17,
-123.12186944444444,49.29535277777778,,0,0,,5,,,4.9,,,,,1108446.1995.5.18,13.1,,,,,,,VANCOUVER HARBOUR CS,,10.2,1995-05-18 00:00:00,BC,,,,,16,1108446,1995,18,
-123.12186944444444,49.29535277777778,,0,0,,5,,,4.5,,,,,1108446.1995.5.19,13.5,,,,,,,VANCOUVER HARBOUR CS,,7.7,1995-05-19 00:00:00,BC,,,,,19.2,1108446,1995,19,
-123.12186944444444,49.29535277777778,,0,0,,5,,,3.6,,,,,1108446.1995.5.20,14.4,,,,,,,VANCOUVER HARBOUR CS,,10,1995-05-20 00:00:00,BC,,,,,18.8,1108446,1995,20,
-123.12186944444444,49.29535277777778,,0,0,,5,,,2.5,,,,,1108446.1995.5.21,15.5,,,,,,,VANCOUVER HARBOUR CS,,10,1995-05-21 00:00:00,BC,,,,,21,1108446,1995,21,
-123.12186944444444,49.29535277777778,,0,0,,5,,,1.5,,,,,1108446.1995.5.22,16.5,,,,,,,VANCOUVER HARBOUR CS,,10.2,1995-05-22 00:00:00,BC,,,,,22.7,1108446,1995,22,
-123.12186944444444,49.29535277777778,,0,0,,5,,,2.1,,,,,1108446.1995.5.23,15.9,,,,,,,VANCOUVER HARBOUR CS,,11.8,1995-05-23 00:00:00,BC,,,,,20,1108446,1995,23,
-123.12186944444444,49.29535277777778,,0,0,,5,,,0.4,,,,,1108446.1995.5.24,17.6,,,,,,,VANCOUVER HARBOUR CS,,11.3,1995-05-24 00:00:00,BC,,,,,23.8,1108446,1995,24,
-123.12186944444444,49.29535277777778,,0,0.7,,5,,,0,,,,,1108446.1995.5.25,18.7,,,,,,,VANCOUVER HARBOUR CS,,12.7,1995-05-25 00:00:00,BC,,,,,24.6,1108446,1995,25,
-123.12186944444444,49.29535277777778,,0,1,,5,,,0,,,,,1108446.1995.5.26,19,,,,,,,VANCOUVER HARBOUR CS,,13.8,1995-05-26 00:00:00,BC,,,,,24.2,1108446,1995,26,
-123.12186944444444,49.29535277777778,,0,0.7,,5,,,0,,,,,1108446.1995.5.27,18.7,,,,,,,VANCOUVER HARBOUR CS,,14.2,1995-05-27 00:00:00,BC,,,,,23.2,1108446,1995,27,
-123.12186944444444,49.29535277777778,,0,0.1,,5,,,0,,,,,1108446.1995.5.28,18.1,,,,,,,VANCOUVER HARBOUR CS,,12.2,1995-05-28 00:00:00,BC,,,,,23.9,1108446,1995,28,
-123.12186944444444,49.29535277777778,,0,0.2,,5,,,0,,,,,1108446.1995.5.29,18.2,,,,,,,VANCOUVER HARBOUR CS,,13.2,1995-05-29 00:00:00,BC,,,,,23.2,1108446,1995,29,
-123.12186944444444,49.29535277777778,,0,0.2,,5,,,0,,,,,1108446.1995.5.30,18.2,,,,,,,VANCOUVER HARBOUR CS,,13.6,1995-05-30 00:00:00,BC,,,,,22.7,1108446,1995,30,
-123.12186944444444,49.29535277777778,,0,0,,5,,,1,,,,,1108446.1995.5.31,17,,,,,,,VANCOUVER HARBOUR CS,,12.7,1995-05-31 00:00:00,BC,,,,,21.2,1108446,1995,31,
-123.12186944444444,49.29535277777778,,0,0,,6,,,0.8,,,,,1108446.1995.6.1,17.2,,,,,,,VANCOUVER HARBOUR CS,,11.7,1995-06-01 00:00:00,BC,,,,,22.6,1108446,1995,1,
-123.12186944444444,49.29535277777778,,0,0.1,,6,,,0,,,,,1108446.1995.6.2,18.1,,,,,,,VANCOUVER HARBOUR CS,,14.7,1995-06-02 00:00:00,BC,,,,,21.4,1108446,1995,2,
-123.12186944444444,49.29535277777778,,0,0.5,,6,,,0,,,,,1108446.1995.6.3,18.5,,,,,,,VANCOUVER HARBOUR CS,,13.4,1995-06-03 00:00:00,BC,,,,,23.6,1108446,1995,3,
-123.12186944444444,49.29535277777778,,3.2,0,,6,,,2.2,,,,,1108446.1995.6.4,15.8,,,,,,,VANCOUVER HARBOUR CS,,13,1995-06-04 00:00:00,BC,,,,,18.6,1108446,1995,4,
-123.12186944444444,49.29535277777778,,0,0,,6,,,3,,,,,1108446.1995.6.5,15,,,,,,,VANCOUVER HARBOUR CS,,12.1,1995-06-05 00:00:00,BC,,,,,17.9,1108446,1995,5,
-123.12186944444444,49.29535277777778,,0.6,0,,6,,,3.6,,,,,1108446.1995.6.6,14.4,,,,,,,VANCOUVER HARBOUR CS,,11.4,1995-06-06 00:00:00,BC,,,,,17.3,1108446,1995,6,
-123.12186944444444,49.29535277777778,,0,0,,6,,,2.4,,,,,1108446.1995.6.7,15.6,,,,,,,VANCOUVER HARBOUR CS,,13,1995-06-07 00:00:00,BC,,,,,18.2,1108446,1995,7,
-123.12186944444444,49.29535277777778,,0,0.4,,6,,,0,,,,,1108446.1995.6.8,18.4,,,,,,,VANCOUVER HARBOUR CS,,13.2,1995-06-08 00:00:00,BC,,,,,23.5,1108446,1995,8,
-123.12186944444444,49.29535277777778,,0,3.2,,6,,,0,,,,,1108446.1995.6.9,21.2,,,,,,,VANCOUVER HARBOUR CS,,15.9,1995-06-09 00:00:00,BC,,,,,26.5,1108446,1995,9,
-123.12186944444444,49.29535277777778,,10,0,,6,,,0.8,,,,,1108446.1995.6.10,17.2,,,,,,,VANCOUVER HARBOUR CS,,13.3,1995-06-10 00:00:00,BC,,,,,21.1,1108446,1995,10,
-123.12186944444444,49.29535277777778,,0.8,0,,6,,,2.4,,,,,1108446.1995.6.11,15.6,,,,,,,VANCOUVER HARBOUR CS,,12.2,1995-06-11 00:00:00,BC,,,,,19,1108446,1995,11,
-123.12186944444444,49.29535277777778,,3.4,0,,6,,,3.5,,,,,1108446.1995.6.12,14.5,,,,,,,VANCOUVER HARBOUR CS,,12.6,1995-06-12 00:00:00,BC,,,,,16.4,1108446,1995,12,
-123.12186944444444,49.29535277777778,,6,0,,6,,,3.4,,,,,1108446.1995.6.13,14.6,,,,,,,VANCOUVER HARBOUR CS,,11.3,1995-06-13 00:00:00,BC,,,,,17.9,1108446,1995,13,
-123.12186944444444,49.29535277777778,,0.2,0,,6,,,2.9,,,,,1108446.1995.6.14,15.1,,,,,,,VANCOUVER HARBOUR CS,,12.4,1995-06-14 00:00:00,BC,,,,,17.8,1108446,1995,14,
-123.12186944444444,49.29535277777778,,0,0,,6,,,1.7,,,,,1108446.1995.6.15,16.3,,,,,,,VANCOUVER HARBOUR CS,,12.6,1995-06-15 00:00:00,BC,,,,,19.9,1108446,1995,15,
-123.12186944444444,49.29535277777778,,0,0,,6,,,0.7,,,,,1108446.1995.6.16,17.3,,,,T,,,VANCOUVER HARBOUR CS,,13.6,1995-06-16 00:00:00,BC,,,,,21,1108446,1995,16,
-123.12186944444444,49.29535277777778,,5,0,,6,,,4.3,,,,,1108446.1995.6.17,13.7,,,,,,,VANCOUVER HARBOUR CS,,11.7,1995-06-17 00:00:00,BC,,,,,15.6,1108446,1995,17,
-123.12186944444444,49.29535277777778,,1,0,,6,,,3.2,,,,,1108446.1995.6.18,14.8,,,,,,,VANCOUVER HARBOUR CS,,11.8,1995-06-18 00:00:00,BC,,,,,17.7,1108446,1995,18,
-123.12186944444444,49.29535277777778,,0,0,,6,,,1.7,,,,,1108446.1995.6.19,16.3,,,,T,,,VANCOUVER HARBOUR CS,,13.6,1995-06-19 00:00:00,BC,,,,,18.9,1108446,1995,19,
-123.12186944444444,49.29535277777778,,0.2,0,,6,,,1.3,,,,,1108446.1995.6.20,16.7,,,,,,,VANCOUVER HARBOUR CS,,14.4,1995-06-20 00:00:00,BC,,,,,19,1108446,1995,20,
-123.12186944444444,49.29535277777778,,0,0,,6,,,0.8,,,,,1108446.1995.6.21,17.2,,,,,,,VANCOUVER HARBOUR CS,,14.3,1995-06-21 00:00:00,BC,,,,,20.1,1108446,1995,21,
-123.12186944444444,49.29535277777778,,0,1.2,,6,,,0,,,,,1108446.1995.6.22,19.2,,,,,,,VANCOUVER HARBOUR CS,,15.4,1995-06-22 00:00:00,BC,,,,,23,1108446,1995,22,
-123.12186944444444,49.29535277777778,,0,2.2,,6,,,0,,,,,1108446.1995.6.23,20.2,,,,,,,VANCOUVER HARBOUR CS,,16.3,1995-06-23 00:00:00,BC,,,,,24,1108446,1995,23,
-123.12186944444444,49.29535277777778,,0,2,,6,,,0,,,,,1108446.1995.6.24,20,,,,,,,VANCOUVER HARBOUR CS,,15.8,1995-06-24 00:00:00,BC,,,,,24.1,1108446,1995,24,
-123.12186944444444,49.29535277777778,,0,0.2,,6,,,0,,,,,1108446.1995.6.25,18.2,,,,,,,VANCOUVER HARBOUR CS,,13.8,1995-06-25 00:00:00,BC,,,,,22.6,1108446,1995,25,
-123.12186944444444,49.29535277777778,,0,0.7,,6,,,0,,,,,1108446.1995.6.26,18.7,,,,,,,VANCOUVER HARBOUR CS,,14,1995-06-26 00:00:00,BC,,,,,23.3,1108446,1995,26,
-123.12186944444444,49.29535277777778,,0,1.4,,6,,,0,,,,,1108446.1995.6.27,19.4,,,,,,,VANCOUVER HARBOUR CS,,13.3,1995-06-27 00:00:00,BC,,,,,25.4,1108446,1995,27,
-123.12186944444444,49.29535277777778,,0,4.5,,6,,,0,,,,,1108446.1995.6.28,22.5,,,,,,,VANCOUVER HARBOUR CS,,15.5,1995-06-28 00:00:00,BC,,,,,29.4,1108446,1995,28,
-123.12186944444444,49.29535277777778,,0,4.7,,6,,,0,,,,,1108446.1995.6.29,22.7,,,,,,,VANCOUVER HARBOUR CS,,16.3,1995-06-29 00:00:00,BC,,,,,29,1108446,1995,29,
-123.12186944444444,49.29535277777778,,0,4.7,,6,,,0,,,,,1108446.1995.6.30,22.7,,,,,,,VANCOUVER HARBOUR CS,,16.8,1995-06-30 00:00:00,BC,,,,,28.6,1108446,1995,30,
-123.12186944444444,49.29535277777778,,0,2.6,,7,,,0,,,,,1108446.1995.7.1,20.6,,,,,,,VANCOUVER HARBOUR CS,,16.3,1995-07-01 00:00:00,BC,,,,,24.8,1108446,1995,1,
-123.12186944444444,49.29535277777778,,1.4,1.2,,7,,,0,,,,,1108446.1995.7.2,19.2,,,,,,,VANCOUVER HARBOUR CS,,16.1,1995-07-02 00:00:00,BC,,,,,22.2,1108446,1995,2,
-123.12186944444444,49.29535277777778,,0,0,,7,,,0.8,,,,,1108446.1995.7.3,17.2,,,,,,,VANCOUVER HARBOUR CS,,15.6,1995-07-03 00:00:00,BC,,,,,18.7,1108446,1995,3,
-123.12186944444444,49.29535277777778,,0,1.5,,7,,,0,,,,,1108446.1995.7.4,19.5,,,,,,,VANCOUVER HARBOUR CS,,15.9,1995-07-04 00:00:00,BC,,,,,23.1,1108446,1995,4,
-123.12186944444444,49.29535277777778,,11.2,1.8,,7,,,0,,,,,1108446.1995.7.5,19.8,,,,,,,VANCOUVER HARBOUR CS,,16.3,1995-07-05 00:00:00,BC,,,,,23.3,1108446,1995,5,
-123.12186944444444,49.29535277777778,,0,1.5,,7,,,0,,,,,1108446.1995.7.6,19.5,,,,,,,VANCOUVER HARBOUR CS,,15.2,1995-07-06 00:00:00,BC,,,,,23.7,1108446,1995,6,
-123.12186944444444,49.29535277777778,,0,1.2,,7,,,0,,,,,1108446.1995.7.7,19.2,,,,,,,VANCOUVER HARBOUR CS,,17.1,1995-07-07 00:00:00,BC,,,,,21.2,1108446,1995,7,
-123.12186944444444,49.29535277777778,,0,1.8,,7,,,0,,,,,1108446.1995.7.8,19.8,,,,,,,VANCOUVER HARBOUR CS,,15.2,1995-07-08 00:00:00,BC,,,,,24.3,1108446,1995,8,
-123.12186944444444,49.29535277777778,,8.8,0,,7,,,0.2,,,,,1108446.1995.7.9,17.8,,,,,,,VANCOUVER HARBOUR CS,,16,1995-07-09 00:00:00,BC,,,,,19.6,1108446,1995,9,
-123.12186944444444,49.29535277777778,,1,0,,7,,,0.1,,,,,1108446.1995.7.10,17.9,,,,,,,VANCOUVER HARBOUR CS,,14.7,1995-07-10 00:00:00,BC,,,,,21.1,1108446,1995,10,
-123.12186944444444,49.29535277777778,,0,0,,7,,,0.7,,,,,1108446.1995.7.11,17.3,,,,,,,VANCOUVER HARBOUR CS,,12.8,1995-07-11 00:00:00,BC,,,,,21.8,1108446,1995,11,
-123.12186944444444,49.29535277777778,,0,0.4,,7,,,0,,,,,1108446.1995.7.12,18.4,,,,,,,VANCOUVER HARBOUR CS,,13,1995-07-12 00:00:00,BC,,,,,23.8,1108446,1995,12,
-123.12186944444444,49.29535277777778,,0,0.3,,7,,,0,,,,,1108446.1995.7.13,18.3,,,,,,,VANCOUVER HARBOUR CS,,15.6,1995-07-13 00:00:00,BC,,,,,21,1108446,1995,13,
-123.12186944444444,49.29535277777778,,0,0.7,,7,,,0,,,,,1108446.1995.7.14,18.7,,,,,,,VANCOUVER HARBOUR CS,,15.4,1995-07-14 00:00:00,BC,,,,,21.9,1108446,1995,14,
-123.12186944444444,49.29535277777778,,0,0.8,,7,,,0,,,,,1108446.1995.7.15,18.8,,,,,,,VANCOUVER HARBOUR CS,,14.4,1995-07-15 00:00:00,BC,,,,,23.1,1108446,1995,15,
-123.12186944444444,49.29535277777778,,0,0.9,,7,,,0,,,,,1108446.1995.7.16,18.9,,,,,,,VANCOUVER HARBOUR CS,,14.7,1995-07-16 00:00:00,BC,,,,,23.1,1108446,1995,16,
-123.12186944444444,49.29535277777778,,0,2.4,,7,,,0,,,,,1108446.1995.7.17,20.4,,,,,,,VANCOUVER HARBOUR CS,,16,1995-07-17 00:00:00,BC,,,,,24.8,1108446,1995,17,
-123.12186944444444,49.29535277777778,,0,3.8,,7,,,0,,,,,1108446.1995.7.18,21.8,,,,,,,VANCOUVER HARBOUR CS,,16.4,1995-07-18 00:00:00,BC,,,,,27.1,1108446,1995,18,
-123.12186944444444,49.29535277777778,,0,4.6,,7,,,0,,,,,1108446.1995.7.19,22.6,,,,,,,VANCOUVER HARBOUR CS,,16.4,1995-07-19 00:00:00,BC,,,,,28.8,1108446,1995,19,
-123.12186944444444,49.29535277777778,,0,3.6,,7,,,0,,,,,1108446.1995.7.20,21.6,,,,,,,VANCOUVER HARBOUR CS,,17.2,1995-07-20 00:00:00,BC,,,,,26,1108446,1995,20,
-123.12186944444444,49.29535277777778,,0,1.5,,7,,,0,,,,,1108446.1995.7.21,19.5,,,,,,,VANCOUVER HARBOUR CS,,17.8,1995-07-21 00:00:00,BC,,,,,21.1,1108446,1995,21,
-123.12186944444444,49.29535277777778,,0,2.9,,7,,,0,,,,,1108446.1995.7.22,20.9,,,,,,,VANCOUVER HARBOUR CS,,17.9,1995-07-22 00:00:00,BC,,,,,23.9,1108446,1995,22,
-123.12186944444444,49.29535277777778,,0,1.1,,7,,,0,,,,,1108446.1995.7.23,19.1,,,,,,,VANCOUVER HARBOUR CS,,18,1995-07-23 00:00:00,BC,,,,,20.1,1108446,1995,23,
-123.12186944444444,49.29535277777778,,0,2.1,,7,,,0,,,,,1108446.1995.7.24,20.1,,,,,,,VANCOUVER HARBOUR CS,,16.4,1995-07-24 00:00:00,BC,,,,,23.8,1108446,1995,24,
-123.12186944444444,49.29535277777778,,33.8,0.1,,7,,,0,,,,,1108446.1995.7.25,18.1,,,,,,,VANCOUVER HARBOUR CS,,16.6,1995-07-25 00:00:00,BC,,,,,19.5,1108446,1995,25,
-123.12186944444444,49.29535277777778,,8.4,1.1,,7,,,0,,,,,1108446.1995.7.26,19.1,,,,,,,VANCOUVER HARBOUR CS,,15.6,1995-07-26 00:00:00,BC,,,,,22.5,1108446,1995,26,
-123.12186944444444,49.29535277777778,,0,0.4,,7,,,0,,,,,1108446.1995.7.27,18.4,,,,,,,VANCOUVER HARBOUR CS,,15.2,1995-07-27 00:00:00,BC,,,,,21.6,1108446,1995,27,
-123.12186944444444,49.29535277777778,,0,0,,7,,,0.5,,,,,1108446.1995.7.28,17.5,,,,,,,VANCOUVER HARBOUR CS,,13.1,1995-07-28 00:00:00,BC,,,,,21.9,1108446,1995,28,
-123.12186944444444,49.29535277777778,,0,0,,7,,,0.4,,,,,1108446.1995.7.29,17.6,,,,,,,VANCOUVER HARBOUR CS,,15.1,1995-07-29 00:00:00,BC,,,,,20.1,1108446,1995,29,
-123.12186944444444,49.29535277777778,,0,0,,7,,,0.8,,,,,1108446.1995.7.30,17.2,,,,,,,VANCOUVER HARBOUR CS,,13.6,1995-07-30 00:00:00,BC,,,,,20.8,1108446,1995,30,
-123.12186944444444,49.29535277777778,,0,0.9,,7,,,0,,,,,1108446.1995.7.31,18.9,,,,,,,VANCOUVER HARBOUR CS,,14.1,1995-07-31 00:00:00,BC,,,,,23.6,1108446,1995,31,
-123.12186944444444,49.29535277777778,,0,1.9,,8,,,0,,,,,1108446.1995.8.1,19.9,,,,,,,VANCOUVER HARBOUR CS,,17,1995-08-01 00:00:00,BC,,,,,22.8,1108446,1995,1,
-123.12186944444444,49.29535277777778,,0,1.7,,8,,,0,,,,,1108446.1995.8.2,19.7,,,,,,,VANCOUVER HARBOUR CS,,15.5,1995-08-02 00:00:00,BC,,,,,23.9,1108446,1995,2,
-123.12186944444444,49.29535277777778,,0,3,,8,,,0,,,,,1108446.1995.8.3,21,,,,,,,VANCOUVER HARBOUR CS,,17.2,1995-08-03 00:00:00,BC,,,,,24.7,1108446,1995,3,
-123.12186944444444,49.29535277777778,,0,3.7,,8,,,0,,,,,1108446.1995.8.4,21.7,,,,,,,VANCOUVER HARBOUR CS,,16.8,1995-08-04 00:00:00,BC,,,,,26.5,1108446,1995,4,
-123.12186944444444,49.29535277777778,,0,0.9,,8,,,0,,,,,1108446.1995.8.5,18.9,,,,,,,VANCOUVER HARBOUR CS,,17,1995-08-05 00:00:00,BC,,,,,20.7,1108446,1995,5,
-123.12186944444444,49.29535277777778,,20.2,0,,8,,,2.7,,,,,1108446.1995.8.6,15.3,,,,,,,VANCOUVER HARBOUR CS,,13.3,1995-08-06 00:00:00,BC,,,,,17.2,1108446,1995,6,
-123.12186944444444,49.29535277777778,,22,0,,8,,,3.5,,,,,1108446.1995.8.7,14.5,,,,,,,VANCOUVER HARBOUR CS,,13.2,1995-08-07 00:00:00,BC,,,,,15.8,1108446,1995,7,
