x,y,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MIN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY,SPEED_MAX_GUST,LOCAL_YEAR,TOTAL_SNOW_FLAG,LOCAL_DATE,ID,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,PROVINCE_CODE,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,LOCAL_DAY,LOCAL_MONTH,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN_FLAG
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-03-31 00:00:00,1108446.1930.3.31,1108446,,,,,BC,,,31,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-01 00:00:00,1108446.1930.4.1,1108446,,,,,BC,,,1,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-02 00:00:00,1108446.1930.4.2,1108446,,,,,BC,,,2,4,,,0,
-123.12186944444444,49.29535277777778,,,,,30,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-03 00:00:00,1108446.1930.4.3,1108446,,,,,BC,,,3,4,,,30,
-123.12186944444444,49.29535277777778,,,,,14.7,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-04 00:00:00,1108446.1930.4.4,1108446,,,,,BC,,,4,4,,,14.7,
-123.12186944444444,49.29535277777778,,,,,23.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-05 00:00:00,1108446.1930.4.5,1108446,,,,,BC,,,5,4,,,23.1,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-06 00:00:00,1108446.1930.4.6,1108446,,,,,BC,,,6,4,,,0.3,
-123.12186944444444,49.29535277777778,,,,,12.4,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-07 00:00:00,1108446.1930.4.7,1108446,,,,,BC,,,7,4,,,12.4,
-123.12186944444444,49.29535277777778,,,,,5.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-08 00:00:00,1108446.1930.4.8,1108446,,,,,BC,,,8,4,,,5.8,
-123.12186944444444,49.29535277777778,,,,,1.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-09 00:00:00,1108446.1930.4.9,1108446,,,,,BC,,,9,4,,,1.8,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-10 00:00:00,1108446.1930.4.10,1108446,,,,,BC,,,10,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-11 00:00:00,1108446.1930.4.11,1108446,,,,,BC,,,11,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-12 00:00:00,1108446.1930.4.12,1108446,,,,,BC,,,12,4,,,0,
-123.12186944444444,49.29535277777778,,,,,15.2,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-13 00:00:00,1108446.1930.4.13,1108446,,,,,BC,,,13,4,,,15.2,
-123.12186944444444,49.29535277777778,,,,,7.4,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-14 00:00:00,1108446.1930.4.14,1108446,,,,,BC,,,14,4,,,7.4,
-123.12186944444444,49.29535277777778,,,,,1.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-15 00:00:00,1108446.1930.4.15,1108446,,,,,BC,,,15,4,,,1.5,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-16 00:00:00,1108446.1930.4.16,1108446,,,,,BC,,,16,4,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-17 00:00:00,1108446.1930.4.17,1108446,,,,,BC,,,17,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-18 00:00:00,1108446.1930.4.18,1108446,,,,,BC,,,18,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-19 00:00:00,1108446.1930.4.19,1108446,,,,,BC,,,19,4,,,0,T
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-20 00:00:00,1108446.1930.4.20,1108446,,,,,BC,,,20,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-21 00:00:00,1108446.1930.4.21,1108446,,,,,BC,,,21,4,,,0.3,
-123.12186944444444,49.29535277777778,,,,,2.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-22 00:00:00,1108446.1930.4.22,1108446,,,,,BC,,,22,4,,,2.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-23 00:00:00,1108446.1930.4.23,1108446,,,,,BC,,,23,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-24 00:00:00,1108446.1930.4.24,1108446,,,,,BC,,,24,4,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-25 00:00:00,1108446.1930.4.25,1108446,,,,,BC,,,25,4,,,0,
-123.12186944444444,49.29535277777778,,,,,5.6,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-26 00:00:00,1108446.1930.4.26,1108446,,,,,BC,,,26,4,,,5.6,
-123.12186944444444,49.29535277777778,,,,,9.4,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-27 00:00:00,1108446.1930.4.27,1108446,,,,,BC,,,27,4,,,9.4,
-123.12186944444444,49.29535277777778,,,,,4.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-28 00:00:00,1108446.1930.4.28,1108446,,,,,BC,,,28,4,,,4.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-29 00:00:00,1108446.1930.4.29,1108446,,,,,BC,,,29,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-04-30 00:00:00,1108446.1930.4.30,1108446,,,,,BC,,,30,4,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-01 00:00:00,1108446.1930.5.1,1108446,,,,,BC,,,1,5,,,0,
-123.12186944444444,49.29535277777778,,,,,7.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-02 00:00:00,1108446.1930.5.2,1108446,,,,,BC,,,2,5,,,7.1,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-03 00:00:00,1108446.1930.5.3,1108446,,,,,BC,,,3,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-04 00:00:00,1108446.1930.5.4,1108446,,,,,BC,,,4,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-05 00:00:00,1108446.1930.5.5,1108446,,,,,BC,,,5,5,,,0,T
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-06 00:00:00,1108446.1930.5.6,1108446,,,,,BC,,,6,5,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-07 00:00:00,1108446.1930.5.7,1108446,,,,,BC,,,7,5,,,0,T
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-08 00:00:00,1108446.1930.5.8,1108446,,,,,BC,,,8,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-09 00:00:00,1108446.1930.5.9,1108446,,,,,BC,,,9,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-10 00:00:00,1108446.1930.5.10,1108446,,,,,BC,,,10,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-11 00:00:00,1108446.1930.5.11,1108446,,,,,BC,,,11,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-12 00:00:00,1108446.1930.5.12,1108446,,,,,BC,,,12,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-13 00:00:00,1108446.1930.5.13,1108446,,,,,BC,,,13,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-14 00:00:00,1108446.1930.5.14,1108446,,,,,BC,,,14,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-15 00:00:00,1108446.1930.5.15,1108446,,,,,BC,,,15,5,,,0,
-123.12186944444444,49.29535277777778,,,,,3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-16 00:00:00,1108446.1930.5.16,1108446,,,,,BC,,,16,5,,,3,
-123.12186944444444,49.29535277777778,,,,,6.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-17 00:00:00,1108446.1930.5.17,1108446,,,,,BC,,,17,5,,,6.1,
-123.12186944444444,49.29535277777778,,,,,3.6,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-18 00:00:00,1108446.1930.5.18,1108446,,,,,BC,,,18,5,,,3.6,
-123.12186944444444,49.29535277777778,,,,,5.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-19 00:00:00,1108446.1930.5.19,1108446,,,,,BC,,,19,5,,,5.3,
-123.12186944444444,49.29535277777778,,,,,22.6,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-20 00:00:00,1108446.1930.5.20,1108446,,,,,BC,,,20,5,,,22.6,
-123.12186944444444,49.29535277777778,,,,,0.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-21 00:00:00,1108446.1930.5.21,1108446,,,,,BC,,,21,5,,,0.5,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-22 00:00:00,1108446.1930.5.22,1108446,,,,,BC,,,22,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-23 00:00:00,1108446.1930.5.23,1108446,,,,,BC,,,23,5,,,0,
-123.12186944444444,49.29535277777778,,,,,1.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-24 00:00:00,1108446.1930.5.24,1108446,,,,,BC,,,24,5,,,1.5,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-25 00:00:00,1108446.1930.5.25,1108446,,,,,BC,,,25,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-26 00:00:00,1108446.1930.5.26,1108446,,,,,BC,,,26,5,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-27 00:00:00,1108446.1930.5.27,1108446,,,,,BC,,,27,5,,,0,
-123.12186944444444,49.29535277777778,,,,,13.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-28 00:00:00,1108446.1930.5.28,1108446,,,,,BC,,,28,5,,,13.5,
-123.12186944444444,49.29535277777778,,,,,1.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-29 00:00:00,1108446.1930.5.29,1108446,,,,,BC,,,29,5,,,1.5,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-30 00:00:00,1108446.1930.5.30,1108446,,,,,BC,,,30,5,,,0,
-123.12186944444444,49.29535277777778,,,,,4.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-05-31 00:00:00,1108446.1930.5.31,1108446,,,,,BC,,,31,5,,,4.3,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-01 00:00:00,1108446.1930.6.1,1108446,,,,,BC,,,1,6,,,0.3,
-123.12186944444444,49.29535277777778,,,,,6.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-02 00:00:00,1108446.1930.6.2,1108446,,,,,BC,,,2,6,,,6.1,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-03 00:00:00,1108446.1930.6.3,1108446,,,,,BC,,,3,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-04 00:00:00,1108446.1930.6.4,1108446,,,,,BC,,,4,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-05 00:00:00,1108446.1930.6.5,1108446,,,,,BC,,,5,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-06 00:00:00,1108446.1930.6.6,1108446,,,,,BC,,,6,6,,,0,
-123.12186944444444,49.29535277777778,,,,,4.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-07 00:00:00,1108446.1930.6.7,1108446,,,,,BC,,,7,6,,,4.1,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-08 00:00:00,1108446.1930.6.8,1108446,,,,,BC,,,8,6,,,0,T
-123.12186944444444,49.29535277777778,,,,,6.9,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-09 00:00:00,1108446.1930.6.9,1108446,,,,,BC,,,9,6,,,6.9,
-123.12186944444444,49.29535277777778,,,,,11.2,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-10 00:00:00,1108446.1930.6.10,1108446,,,,,BC,,,10,6,,,11.2,
-123.12186944444444,49.29535277777778,,,,,1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-11 00:00:00,1108446.1930.6.11,1108446,,,,,BC,,,11,6,,,1,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-12 00:00:00,1108446.1930.6.12,1108446,,,,,BC,,,12,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-13 00:00:00,1108446.1930.6.13,1108446,,,,,BC,,,13,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-14 00:00:00,1108446.1930.6.14,1108446,,,,,BC,,,14,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-15 00:00:00,1108446.1930.6.15,1108446,,,,,BC,,,15,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-16 00:00:00,1108446.1930.6.16,1108446,,,,,BC,,,16,6,,,0.5,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-17 00:00:00,1108446.1930.6.17,1108446,,,,,BC,,,17,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-18 00:00:00,1108446.1930.6.18,1108446,,,,,BC,,,18,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-19 00:00:00,1108446.1930.6.19,1108446,,,,,BC,,,19,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-20 00:00:00,1108446.1930.6.20,1108446,,,,,BC,,,20,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-21 00:00:00,1108446.1930.6.21,1108446,,,,,BC,,,21,6,,,0,T
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-22 00:00:00,1108446.1930.6.22,1108446,,,,,BC,,,22,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-23 00:00:00,1108446.1930.6.23,1108446,,,,,BC,,,23,6,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-24 00:00:00,1108446.1930.6.24,1108446,,,,,BC,,,24,6,,,0,T
-123.12186944444444,49.29535277777778,,,,,6.9,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-25 00:00:00,1108446.1930.6.25,1108446,,,,,BC,,,25,6,,,6.9,
-123.12186944444444,49.29535277777778,,,,,2,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-26 00:00:00,1108446.1930.6.26,1108446,,,,,BC,,,26,6,,,2,
-123.12186944444444,49.29535277777778,,,,,6.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-27 00:00:00,1108446.1930.6.27,1108446,,,,,BC,,,27,6,,,6.1,
-123.12186944444444,49.29535277777778,,,,,0.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-28 00:00:00,1108446.1930.6.28,1108446,,,,,BC,,,28,6,,,0.5,
-123.12186944444444,49.29535277777778,,,,,1.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-29 00:00:00,1108446.1930.6.29,1108446,,,,,BC,,,29,6,,,1.3,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-06-30 00:00:00,1108446.1930.6.30,1108446,,,,,BC,,,30,6,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-01 00:00:00,1108446.1930.7.1,1108446,,,,,BC,,,1,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-02 00:00:00,1108446.1930.7.2,1108446,,,,,BC,,,2,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-03 00:00:00,1108446.1930.7.3,1108446,,,,,BC,,,3,7,,,0,T
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-04 00:00:00,1108446.1930.7.4,1108446,,,,,BC,,,4,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-05 00:00:00,1108446.1930.7.5,1108446,,,,,BC,,,5,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-06 00:00:00,1108446.1930.7.6,1108446,,,,,BC,,,6,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-07 00:00:00,1108446.1930.7.7,1108446,,,,,BC,,,7,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-08 00:00:00,1108446.1930.7.8,1108446,,,,,BC,,,8,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-09 00:00:00,1108446.1930.7.9,1108446,,,,,BC,,,9,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-10 00:00:00,1108446.1930.7.10,1108446,,,,,BC,,,10,7,,,0,T
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-11 00:00:00,1108446.1930.7.11,1108446,,,,,BC,,,11,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-12 00:00:00,1108446.1930.7.12,1108446,,,,,BC,,,12,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-13 00:00:00,1108446.1930.7.13,1108446,,,,,BC,,,13,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-14 00:00:00,1108446.1930.7.14,1108446,,,,,BC,,,14,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-15 00:00:00,1108446.1930.7.15,1108446,,,,,BC,,,15,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-16 00:00:00,1108446.1930.7.16,1108446,,,,,BC,,,16,7,,,0,T
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-17 00:00:00,1108446.1930.7.17,1108446,,,,,BC,,,17,7,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-18 00:00:00,1108446.1930.7.18,1108446,,,,,BC,,,18,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-19 00:00:00,1108446.1930.7.19,1108446,,,,,BC,,,19,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-20 00:00:00,1108446.1930.7.20,1108446,,,,,BC,,,20,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-21 00:00:00,1108446.1930.7.21,1108446,,,,,BC,,,21,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-22 00:00:00,1108446.1930.7.22,1108446,,,,,BC,,,22,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-23 00:00:00,1108446.1930.7.23,1108446,,,,,BC,,,23,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-24 00:00:00,1108446.1930.7.24,1108446,,,,,BC,,,24,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-25 00:00:00,1108446.1930.7.25,1108446,,,,,BC,,,25,7,,,0,T
-123.12186944444444,49.29535277777778,,,,,2.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-26 00:00:00,1108446.1930.7.26,1108446,,,,,BC,,,26,7,,,2.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-27 00:00:00,1108446.1930.7.27,1108446,,,,,BC,,,27,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-28 00:00:00,1108446.1930.7.28,1108446,,,,,BC,,,28,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,T,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-29 00:00:00,1108446.1930.7.29,1108446,,,,,BC,,,29,7,,,0,T
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-30 00:00:00,1108446.1930.7.30,1108446,,,,,BC,,,30,7,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-07-31 00:00:00,1108446.1930.7.31,1108446,,,,,BC,,,31,7,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-01 00:00:00,1108446.1930.8.1,1108446,,,,,BC,,,1,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-02 00:00:00,1108446.1930.8.2,1108446,,,,,BC,,,2,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-03 00:00:00,1108446.1930.8.3,1108446,,,,,BC,,,3,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-04 00:00:00,1108446.1930.8.4,1108446,,,,,BC,,,4,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-05 00:00:00,1108446.1930.8.5,1108446,,,,,BC,,,5,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-06 00:00:00,1108446.1930.8.6,1108446,,,,,BC,,,6,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-07 00:00:00,1108446.1930.8.7,1108446,,,,,BC,,,7,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-08 00:00:00,1108446.1930.8.8,1108446,,,,,BC,,,8,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-09 00:00:00,1108446.1930.8.9,1108446,,,,,BC,,,9,8,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1930,,1930-08-10 00:00:00,1108446.1930.8.10,1108446,,,,,BC,,,10,8,,,0,
